listing_id,listing_ocid,product_name,publisher,publisher_type,category,subcategory,short_description,long_description,listing_type,package_type,operating_systems,version,version_date,pricing_model,pricing_currency,price_per_hour,price_per_month,price_per_year,free_trial_available,supported_shapes,minimum_shape,system_requirements,usage_information,documentation_url,support_url,video_url,icon_url,banner_url,tags,keywords,time_created,time_updated,regions_available,compatible_architectures,eula_required,agreement_type,third_party_licenses,us_government_ready,us_government_available,us_gov_west_available,us_dod_ready,dod_impact_level,fedramp_indicators,cmmc_indicators,uk_government_ready,uk_government_available,export_control_status,sales_priority,market_category,deployment_complexity,enterprise_readiness,security_focused,ai_ml_related,database_related,networking_related,compliance_certifications,oracle_validated,oracle_recommended,oracle_managed,marketplace_url,listing_url,government_notes
102152965,102152965,Oracle SD-WAN Edge Virtual Appliance,Oracle,,Security,Networking,Oracle SD-WAN: Delivering QoE in a Multicloud World,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Security,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/102152965,,Analysis based on content only - no government region access
104183179,104183179,Oracle Enterprise Manager,Oracle,,Cloud Management,,"Oracle Enterprise Manager is a complete, integrated, and business-driven enterprise cloud management solution.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/104183179,,Analysis based on content only - no government region access
104502674,104502674,Unified Intelligence & Controls Across Hybrid Multicloud,"Securiti, Inc",,Security,,"Securiti is the pioneer of the Data Command Center, a centralized platform that enables the safe use of data and GenAI.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Security,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/104502674,,Analysis based on content only - no government region access
108840961,108840961,OCI HPC Data Mover / Migration Cluster,Oracle,,Migration,Storage,"All-in-One File System and Object Storage Data Migration Cluster to migrate data between POSIX and Object Storage system.  Source and Destination for migration can be on-premise, OCI Cloud, Other Clouds (AWS, GCP, Azure, etc). Within OCI, it supports Cross Region, Cross AD, Same AD data migrations.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/108840961,,Analysis based on content only - no government region access
109507226,109507226,Oracle Spatial Studio for Roving Edge Infrastructure,Oracle,,Packaged Application,Ready,Oracle Spatial Studio is a self-service web application that makes it easy for users to create interactive maps and perform spatial analysis on their business data.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/109507226,,Analysis based on content only - no government region access
109980261,109980261,(GovtCloud) Palo Alto Networks VM-Series Next Generation Firewall,"Palo Alto Networks Public Sector, LLC",,Security,Networking,The VM-Series next-generation firewall protects your applications and data with the same security capabilities that protects thousands of customer networks worldwide.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,HIGH,Security,LOW,LOW,True,False,False,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/109980261,,Analysis based on content only - no government region access
109997262,109997262,Oracle GoldenGate For Roving Edge Infrastructure For Non-Oracle (MySQL),Oracle,,Data Integration,Migration,Oracle GoldenGate 21c for Non-Oracle Databases,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/109997262,,Analysis based on content only - no government region access
110030235,110030235,Oracle NoSQL Single Node Database for Roving Edge Infrastructure,Oracle,,Database,,This app runs a single-node instance of Oracle NoSQL database.  This single node instance of NoSQL enables quick access to the Oracle NoSQL Database APIs and data models while providing the ability to scale out to a shared-nothing Oracle NoSQL cluster as needed.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/110030235,,Analysis based on content only - no government region access
110091689,110091689,MySQL Enterprise Edition STIG,Oracle,,Other,Application Development,"MySQL Enterprise Edition on Oracle Cloud Infrastructure enables customers to get their MySQL database workloads to the cloud easily, securely, and reliably.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Database,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/110091689,,Analysis based on content only - no government region access
110841689,110841689,Oracle WebLogic Server Image for Roving Edge Infrastructure BYOL,Oracle,,Application Development,,The Oracle WebLogic Server for OCI image provides binaries of the Oracle WebLogic Server and the Java Development Toolkit along with the entitlement to create Oracle WebLogic Server domains in Oracle Cloud Infrastructure Compute Instances.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/110841689,,Analysis based on content only - no government region access
111176886,111176886,Oracle Analytics Server - BYOL,Oracle,,Business Applications,,Oracle Analytics Server,,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Analytics,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/111176886,,Analysis based on content only - no government region access
111177186,111177186,Oracle Analytics Server - UCM,Oracle,,Business Applications,,Oracle Analytics Server,,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Analytics,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/111177186,,Analysis based on content only - no government region access
112202989,112202989,Oracle Linux 7 Arm STIG,Oracle,,Operating Systems,,This image is developed to provide many of the configurations outlined by the Oracle Linux 7 Security Technical Implementation Guide (STIG) and is hardened against the DISA STIG Version 3 Release 1 compliance target.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,True,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/112202989,,Analysis based on content only - no government region access
112525511,112525511,Logging Analytics - Quick Start,Oracle,,Cloud Management,Security,"OCI Logging Analytics is a fully-managed cloud service for ingesting, indexing, enriching, analyzing and visualizing log data for troubleshooting, and monitoring any application, infrastructure whether on-premises or on cloud",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Analytics,UNKNOWN,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/112525511,,Analysis based on content only - no government region access
115683709,115683709,Oracle Spatial Network Data Model,Oracle,,Packaged Application,Database,"Network Data Model graph (NDM) is a spatial feature of Oracle Database that lets you store and analyze physical and logical networks used in industries such as transportation, utilities, and communications.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Networking,UNKNOWN,LOW,False,False,True,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/115683709,,Analysis based on content only - no government region access
116295964,116295964,Sentieon Genomics Suite,Oracle,,Packaged Application,High Performance Computing,"Sentieon® (http://www.sentieon.com) develops and supplies a suite of bioinformatics secondary analysis tools that process genomics data with high computing efficiency, fast turnaround time, exceptional accuracy, and 100% consistency.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/116295964,,Analysis based on content only - no government region access
117419914,117419914,VyOS Universal Router for Oracle Cloud Infrastructure,VyOS Inc,,Networking,Operating Systems,VyOS Universal Router is a powerful network OS that brings advanced flexibility to OCI networking,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Networking,LOW,LOW,False,False,True,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/117419914,,Analysis based on content only - no government region access
117657821,117657821,Palo Alto Networks VM-Series Bundle3 - 8 OCPUs,Palo Alto Networks,,Security,Networking,The VM-Series next-generation firewall protects your applications and data with the same security capabilities that protects thousands of customer networks worldwide.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,HIGH,Security,LOW,LOW,True,False,False,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/117657821,,Analysis based on content only - no government region access
117658325,117658325,Palo Alto Networks VM-Series Bundle3 - 4 OCPUs,Palo Alto Networks,,Security,Networking,The VM-Series next-generation firewall protects your applications and data with the same security capabilities that protects thousands of customer networks worldwide.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,HIGH,Security,LOW,LOW,True,False,False,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/117658325,,Analysis based on content only - no government region access
117663442,117663442,Rocky DEM Particle Simulator,Oracle,,High Performance Computing,,"Rocky is a powerful 3D Discrete Element Modeling (DEM) particle simulation software that quickly and accurately simulates the flow behavior of bulk materials with complex particle shapes and size distributions, for typical applications such as conveyor chutes, mills, mixers, and other materials handling equipment.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/117663442,,Analysis based on content only - no government region access
118603207,118603207,Siebel Cloud Manager (SCM),Oracle,,Packaged Application,Business Applications,Siebel Cloud Manager (SCM),,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/118603207,,Analysis based on content only - no government region access
119492149,119492149,Oracle Linux 7 STIG,Oracle,,Operating Systems,,This image is developed to provide many of the configurations outlined by the Oracle Linux 7 Security Technical Implementation Guide (STIG) and is hardened against the DISA STIG Version 3 Release 1 compliance target.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,True,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/119492149,,Analysis based on content only - no government region access
119663083,119663083,NVIDIA Clara Parabricks,Oracle,,Data & Analytics,High Performance Computing,This marketplace image is based on Oracle Linux 7.9 Image build: Gen2-GPU-2021.12.14-0.  NVIDIA Docker and Parabricks V3.7 software were also included in the image.  It is for BM.GPU4.8 shape.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Analytics,LOW,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/119663083,,Analysis based on content only - no government region access
120650321,120650321,ClearSkies™ SIEM,Odyssey Cyber Security,,Security,,"An award-winning modern SIEM deployed via the innovative data-forwarding appliance ClearSkies™ iCollector™. ClearSkies™ SIEM is implemented on premises, in the cloud or in a hybrid environment.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,RESTRICTED,LOW,Security,LOW,LOW,True,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/120650321,,Analysis based on content only - no government region access
121366699,121366699,Cisco Firepower Management Center 300 (FMCv 300) BYOL,"Cisco Systems, Inc.",,Security,Networking,Cisco Firepower Management Center manages network security and operational functions for Cisco NGIPS and NGFW products. It automatically aggregates and correlates information. Reduce your costs by streamlining operations and automating many commonly recurring security analysis and management tasks.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Security,LOW,LOW,True,True,False,True,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/121366699,,Analysis based on content only - no government region access
122033460,122033460,Oracle ZFS Storage - High Availability,Oracle,,Storage,,Oracle ZFS Storage - High Availability capable image for reliable and performant production workloads of all scales.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Analytics,LOW,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/122033460,,Analysis based on content only - no government region access
122368788,122368788,Secure Transaction Cloud - Payment Routing - BYOL,NewNet Secure Transactions LLC,,Packaged Application,Networking,"Secure Transaction Cloud (STC) solutions offer NFV based virtualized secure payment applications for transaction transport, routing, and switching with specific VNF for security, transaction protocols, protocol translation, P2PE, Tokenization, Load Sharing and TLS Acceleration for omnichannel payments.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,True,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/122368788,,Analysis based on content only - no government region access
122487351,122487351,FlexDeploy,Flexagon,,Business Applications,Developer Tools,"FlexDeploy is a comprehensive DevOps platform that accelerates software delivery and enhances quality, while minimizing risks and complexities in enterprise environments.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/122487351,,Analysis based on content only - no government region access
124771492,124771492,Oracle E-Business Suite 12.2.11 Demo Install Image,Oracle,,Packaged Application,Application Development,"Oracle E-Business Suite is a comprehensive set of integrated global business applications. The machine image provided by this app allows you to create a single-node instance containing Oracle E-Business Suite Release 12.2.11 and Oracle Database Release 19c with example data, for demonstration use.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,True,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/124771492,,Analysis based on content only - no government region access
125196411,125196411,FortiGate Next-Gen Firewall (2 cores),Fortinet,,Networking,Security,Fortinet FortiGate is the world’s most widely used next-generation firewall and Secure SD-WAN solution.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86; ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,HIGH,Security,LOW,LOW,True,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125196411,,Analysis based on content only - no government region access
125202002,125202002,Oracle ZFS-HA Storage Deployment Tool,Oracle,,Storage,,"The Oracle ZFS-HA Storage Deployment Tool provisions OCI resources, including the Oracle ZFS-HA Storage image, to create a standalone or clustered ZFS appliance in OCI.",,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125202002,,Analysis based on content only - no government region access
125205408,125205408,FortiGate Next-Gen Firewall (8 cores),Fortinet,,Networking,Security,Fortinet FortiGate is the world’s most widely used next-generation firewall and Secure SD-WAN solution.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86; ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,HIGH,Security,LOW,LOW,True,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125205408,,Analysis based on content only - no government region access
125207753,125207753,FortiGate Next-Gen Firewall (24 cores),Fortinet,,Security,Networking,Fortinet FortiGate is the world’s most widely used next-generation firewall and Secure SD-WAN solution.,,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86; ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,HIGH,Security,LOW,LOW,True,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125207753,,Analysis based on content only - no government region access
125335342,125335342,Airflow,Hossted Inc.,,Developer Tools,Project Management,"Airflow 2.2.3, backed by our DevOps support and deep involvement in the open source community.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,AI/ML,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125335342,,Analysis based on content only - no government region access
125544666,125544666,AlmaLinux OS 8 (x86_64),AlmaLinux Foundation,,Operating Systems,,"AlmaLinux OS is an open-source, community-driven enterprise Linux distribution that is binary compatible with RHEL®.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,X86,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125544666,,Analysis based on content only - no government region access
125565137,125565137,Autonomous Transaction Processing (ATP) Database Audit Logs Monitoring,Oracle,,Security,Detection & Tracking,Automation to configure Oracle ATP Database Audit Logs collection for monitoring and analysis in Oracle Logging Analytics.,,PARTNER,ORCHESTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Security,UNKNOWN,LOW,False,False,True,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125565137,,Analysis based on content only - no government region access
125567282,125567282,AlmaLinux OS 8 (AArch64),AlmaLinux Foundation,,Operating Systems,,"AlmaLinux OS is an open-source, community-driven enterprise Linux distribution that is binary compatible with RHEL®.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,False,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125567282,,Analysis based on content only - no government region access
125935163,125935163,PyTorch - Ampere® Optimized Framework - Ubuntu 22.04,Ampere Computing LLC,,Artificial Intelligence,Machine Learning,"Ampere® Altra®, with high performance Ampere Optimized Frameworks, offers the best-in-class Artificial Intelligence inference performance for standard frameworks including TensorFlow, PyTorch and ONNXRT.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125935163,,Analysis based on content only - no government region access
125936767,125936767,TensorFlow - Ampere® Optimized Framework - Ubuntu 22.04,Ampere Computing LLC,,High Performance Computing,Artificial Intelligence,"Ampere® Altra®, with high performance Ampere Optimized Frameworks, offers the best-in-class Artificial Intelligence inference performance for standard frameworks including TensorFlow, PyTorch and ONNXRT.",,PARTNER,IMAGE,,,,,,,,,,,,,,,,,,,,,,,,ARM,,,,UNKNOWN,False,False,UNKNOWN,,False,False,UNKNOWN,False,UNRESTRICTED,LOW,Other,LOW,LOW,False,True,False,False,,,,,https://cloudmarketplace.oracle.com/marketplace/en_US/listing/125936767,,Analysis based on content only - no government region access
